test,classification,why,reached_cage,backend,date,party,total_paise,tax_paise,net_paise,line_items,party_known,period_open,carries_gst,lines_sum_to_total,net_plus_tax_equals_gross,debits_equal_credits,cage_reasons
tests/test_user_journey.py::test_the_audit_trail_survives_the_server_being_stopped_and_started_again,B_CAGE_FALSE_BLOCK,"blocked on period_open=None which pipeline.run hardcodes though period.py can read it, AND on a party with history that is not in the chart of accounts, AND on laws a typed sentence cannot satisfy",yes,typed_text,,Gupta Hardware,150000,,,0,False,None,False,INDETERMINATE,INDETERMINATE,PASS,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I have never seen Gupta Hardware in your books. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish. That is the ₹1,500.00 bill from Gupta Hardware."
tests/test_user_journey.py::test_local_development_needs_no_credential_and_still_names_an_actor,B_CAGE_FALSE_BLOCK,"blocked on period_open=None which pipeline.run hardcodes though period.py can read it, AND on a party with history that is not in the chart of accounts, AND on laws a typed sentence cannot satisfy",yes,typed_text,,Gupta Hardware,150000,,,0,False,None,False,INDETERMINATE,INDETERMINATE,PASS,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I have never seen Gupta Hardware in your books. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish. That is the ₹1,500.00 bill from Gupta Hardware."
tests/test_user_journey.py::test_the_whole_journey_runs_in_order_against_one_server,B_CAGE_FALSE_BLOCK,"blocked on period_open=None which pipeline.run hardcodes though period.py can read it, AND on a party with history that is not in the chart of accounts, AND on laws a typed sentence cannot satisfy",yes,typed_text,,Gupta Hardware,150000,,,0,False,None,False,INDETERMINATE,INDETERMINATE,PASS,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I have never seen Gupta Hardware in your books. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish. That is the ₹1,500.00 bill from Gupta Hardware."
tests/test_web.py::test_an_answer_is_stored_under_the_vendor_key_not_the_typed_spelling,B_CAGE_FALSE_BLOCK,"blocked on period_open=None which pipeline.run hardcodes though period.py can read it, AND on a party with history that is not in the chart of accounts, AND on laws a typed sentence cannot satisfy",yes,typed_text,,Gupta Hardware,150000,,,0,False,None,False,INDETERMINATE,INDETERMINATE,PASS,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I have never seen Gupta Hardware in your books. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish. That is the ₹1,500.00 bill from Gupta Hardware."
tests/test_web.py::test_a_known_vendor_posts_without_asking,B_CAGE_FALSE_BLOCK,"blocked on period_open=None which pipeline.run hardcodes though period.py can read it, AND on a party with history that is not in the chart of accounts, AND on laws a typed sentence cannot satisfy",yes,typed_text,,Sharma Traders,420000,,,0,False,None,False,INDETERMINATE,INDETERMINATE,PASS,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I have never seen Sharma Traders in your books. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish. That is the ₹4,200.00 bill from Sharma Traders."
tests/test_web.py::test_the_amount_reaches_tally_as_integer_paise,B_CAGE_FALSE_BLOCK,"blocked on period_open=None which pipeline.run hardcodes though period.py can read it, AND on a party with history that is not in the chart of accounts, AND on laws a typed sentence cannot satisfy",yes,typed_text,,Sharma Traders,420000,,,0,False,None,False,INDETERMINATE,INDETERMINATE,PASS,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I have never seen Sharma Traders in your books. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish. That is the ₹4,200.00 bill from Sharma Traders."
tests/test_web.py::test_answering_the_question_posts_the_entry,B_CAGE_FALSE_BLOCK,"blocked on period_open=None which pipeline.run hardcodes though period.py can read it, AND on a party with history that is not in the chart of accounts, AND on laws a typed sentence cannot satisfy",yes,typed_text,,Gupta Hardware,150000,,,0,False,None,False,INDETERMINATE,INDETERMINATE,PASS,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I have never seen Gupta Hardware in your books. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish. That is the ₹1,500.00 bill from Gupta Hardware."
tests/test_web.py::test_an_answer_is_remembered_so_the_same_vendor_is_not_asked_twice,B_CAGE_FALSE_BLOCK,"blocked on period_open=None which pipeline.run hardcodes though period.py can read it, AND on a party with history that is not in the chart of accounts, AND on laws a typed sentence cannot satisfy",yes,typed_text,,Gupta Hardware,150000,,,0,False,None,False,INDETERMINATE,INDETERMINATE,PASS,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I have never seen Gupta Hardware in your books. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish. That is the ₹1,500.00 bill from Gupta Hardware."
tests/test_web.py::test_a_posted_entry_reaches_the_page_with_its_outcome,B_CAGE_FALSE_BLOCK,"blocked on period_open=None which pipeline.run hardcodes though period.py can read it, AND on a party with history that is not in the chart of accounts, AND on laws a typed sentence cannot satisfy",yes,typed_text,,Sharma Traders,420000,,,0,False,None,False,INDETERMINATE,INDETERMINATE,PASS,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I have never seen Sharma Traders in your books. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish. That is the ₹4,200.00 bill from Sharma Traders."
tests/test_web.py::test_the_log_states_why_and_not_only_what,B_CAGE_FALSE_BLOCK,"blocked on period_open=None which pipeline.run hardcodes though period.py can read it, AND on a party with history that is not in the chart of accounts, AND on laws a typed sentence cannot satisfy",yes,typed_text,,Sharma Traders,420000,,,0,False,None,False,INDETERMINATE,INDETERMINATE,PASS,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I have never seen Sharma Traders in your books. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish. That is the ₹4,200.00 bill from Sharma Traders."
tests/test_web.py::test_what_we_wrote_is_listed_with_its_operation_id,B_CAGE_FALSE_BLOCK,"blocked on period_open=None which pipeline.run hardcodes though period.py can read it, AND on a party with history that is not in the chart of accounts, AND on laws a typed sentence cannot satisfy",yes,typed_text,,Sharma Traders,420000,,,0,False,None,False,INDETERMINATE,INDETERMINATE,PASS,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I have never seen Sharma Traders in your books. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish. That is the ₹4,200.00 bill from Sharma Traders."
tests/test_web.py::test_reversing_removes_exactly_that_voucher,B_CAGE_FALSE_BLOCK,"blocked on period_open=None which pipeline.run hardcodes though period.py can read it, AND on a party with history that is not in the chart of accounts, AND on laws a typed sentence cannot satisfy",yes,typed_text,,Sharma Traders,420000,,,0,False,None,False,INDETERMINATE,INDETERMINATE,PASS,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I have never seen Sharma Traders in your books. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish. That is the ₹4,200.00 bill from Sharma Traders."
